Agency Name,City,Address Line 1,MATCH_BY_CITY,MATCH_BY_ADDRESS,MATCH_BY_NAME_ONLY
SOUTH CAROLINA AVIONICS SERVICES LLC,SUMTER,2941 AIRPORT ROAD,YES,,
SOUTH FLORIDA JET CENTER INC,FT. LAUDERDALE,5545 NW 15TH AVENUE,NO,,
SOUTHCOAST PROPELLER SERVICE INC,BESSEMER,"SOUTHCOAST PROPELLER SERVICE, INC.",NO,,
SOUTHEAST AERO-TEK INC,MERRITT ISLAND,675 OLEANDER DRIVE,NO,,
SOUTHEAST AEROSPACE INC,MELBOURNE,1399 GENERAL AVIATION DRIVE,YES,,
SOUTHEAST AVIONICS LLC,STATESBORO,601 AIRPORT BLVD,NO,,
SOUTHEAST HELICOPTERS INC,SALUDA,317 SOUTH MAIN STREET,NO,,
SOUTHEAST TURBINES CORPORATION,FORT LAUDERDALE,"2600 NW 55TH COURT, SUITE 240",NO,,
SOUTHERN AERO PARTNERS INC,TULSA,4157 SOUTHWEST BLVD,NO,,
SOUTHERN AIR CUSTOM INTERIORS INC,HALEYVILLE,711 COUNTY ROAD 51,NO,,
SOUTHERN AIR GROUP LLC,OXFORD,SOUTHERN AIR GROUP LLC,NO,,YES
SOUTHERN AIR REPAIR CORPORATION,GREENVILLE,3396 ANDERSON ROAD,NO,,
SOUTHERN AIRFRAME SERVICES LIMITED,MALMESBURY,UNIT C.CHEDGLOW MANOR FARM,NO,,
SOUTHERN AVIATION PARTS AND SERVICES LLC,POOLER,123 WESTSIDE BOULEVARD,NO,,
SOUTHERN OREGON SKYWAYS INC,MEDFORD,5000 CIRRUS DRIVE,NO,,
SOUTHERN SKY AVIATION MAINTENANCE LLC,BIRMINGHAM,4255 EAST LAKE  BLVD.,NO,,
SOUTHERN UTAH UNIVERSITY,CEDAR CITY,2410 AVIATION WAY,NO,,
SOUTHLAND ROTAX SERVICE CENTER INC,MURRIETA,"BUILDING 81, ROOM 106",NO,,YES
SOUTHWEST AERO INC,TUKWILA,659 STRANDER BLVD.,NO,,
SOUTHWEST AEROSPACE TECHNOLOGIES LLC,GEORGETOWN,3879 UNIVERSITY AVENUE,NO,,
SOUTHWEST AIRMOTIVE CORPORATION,ELOY,4801 NORTH TUMBLEWEED ROAD,NO,,
SOUTHWEST AVIATION INC,SIOUX FALLS,2 WEST WEATHER LANE,NO,,
SOUTHWEST AVIATION SPECIALTIES L L C,TULSA,8720 JACK BATES AVENUE,NO,,
SOUTHWEST FLORIDA AVIATION INC,ARCADIA,"5847 S. E. HIGHWAY 31, BUILDING 33",NO,,
SOUTHWEST FUEL SYSTEMS LLC,STROUD,2915 OK-99,NO,,
SOUTHWEST TURBINE INC,PHOENIX,3501 N. 42ND AVENUE,NO,,
SOUTHWEST UNITED INDUSTRIES INC,TULSA,422 SOUTH ST. LOUIS AVE.,NO,,
SOUTHWIND AVIATION SUPPLY LLC,CLERMONT,15048 PINE VALLEY BLVD,NO,,
SOUTHWIND AVIATION SUPPLY LLC,BETHANY,5700 N. ROCKWELL AVE.,NO,,
SOUTHWINGS AVIONICS AND ACCESSORIES INC,MIAMI GARDENS,5429 NW 161ST STREET,NO,,
SPACEPORT AVIONICS SERVICES INC,TITUSVILLE,7000 CHALLENGER AVENUE,NO,,
SPARKCHASERS AIRCRAFT SERVICES INC,SMITHFIELD,JOHNSTON COUNTY AIRPORT,NO,,
SPARROW INSPECTIONS LLC,MONROE,5220 OPERATIONS ROAD,YES,,
SPECIALIZED AERO LLC,SAN  MARCOS,2285 AIRPORT DRIVE,NO,,
SPECIALTY AVIONICS LLC,INDIANA,JIMMY STEWART AIRPORT,YES,,
SPECTO AEROSPACE BV,LELYSTAD,LELYSTAD AIRPORT EHLE,NO,,
SPECTO SERVICES BV,HOOGERHEIDE,AIRBASE WOENSDRECHT,NO,,
SPECTRA JET INC,SPRINGFIELD,5826 BLUE SKY DRIVE,NO,,
SPECTROLAB INC,SYLMAR,12500  GLADSTONE AVE.,NO,,
SPECTRUM AEROMED LLC DBA SPECTRUM AEROMED,FARGO,"1815 - 23RD AVE, NORTH",NO,,
SPECTRUM AEROSPACE INC,TEMPE,609 WEST KNOX ROAD,NO,,
SPENCER AVIONICS INC,SPENCER,1979 330TH STREET,YES,,
SPIRIT AEROSYSTEMS INC,DALLAS,2265 VALLEY BRANCH LANE,NO,,
,WICHITA,3801 S. OLIVER,NO,,
SPIRIT AEROSYSTEMS MOROCCO,NOUACEUR,ZONE FRANCHE NOUACEUR (MIDPARC),NO,,
SPIRIT AVIONICS LTD,FT. WORTH,400 GULF STREAM ROAD,NO,,
SPIRIT AVIONICS LTD,COLUMBUS,4130 E. 5TH AVENUE,NO,,
SPIRIT EVERGREEN AFTERMARKET SOLTUIONS CO LTD,TAOYUAN CITY,"4F, 2 HANG ZHAN S. RD.",NO,,
SPIRIT WING AVIATION SERVICES LLC,GUTHRIE,510 AIRPORT RD.,NO,,
SPITFIRE AEROSPACE SERVICE INC,BUFFALO GAP,281 C. R. 693,NO,,
SPIVEY AIR INC,GUNTERSVILLE,405 BUCK ISLAND RD,NO,,
SPORTAIRUSA LC,NORTH LITTLE ROCK,8222 REMOUNT ROAD,NO,,
SPP NAGASAKI ENGINEERING CO LTD,ISAHAYA CITY,6-57 TSUKUBA,NO,,
SR TECHNICS AIRFOIL SERVICES LIMITED,CORK,MAHON INDUSTRIAL ESTATE,NO,,
SR TECHNICS LINE MAINTENANCE AG,ZURICH,ZURICH AIRPORT,NO,,
SR TECHNICS SPAIN SA,MARRATXI,LICORERS 10A - 07141,NO,,
SR TECHNICS SWITZERLAND LTD,ZURICH,SR TECHNICS SWITZERLAND LTD,NO,,
SRT FLIGHTLINE,MOUNT VERNON,300 AVIATION DRIVE,NO,,
ST ENGINEERING AEROSPACE ENGINES PTE LTD,SINGAPORE,ST ENGINEERING AEROSPACE ENGINES PT,NO,,
ST ENGINEERING AEROSPACE GUANGZHOU AVIATION SERVIC,GUANGZHOU,6 FEDERAL AVENUE BAIYUN INTERNATION,NO,,
ST ENGINEERING AEROSPACE SERVICES COMPANY PTE LTD,SINGAPORE,8 CHANGI NORTH WAY,NO,,
ST ENGINEERING AEROSPACE SOLUTIONS A/S,KASTRUP,AMAGER STRANDVEJ 392,NO,,
ST ENGINEERING AEROSPACE SYSTEMS PTE LTD,SINGAPORE,505A AIRPORT ROAD,NO,,
ST ENGINEERING AEROSPACE TECHNOLOGIES (XIAMEN) CO,XIAMEN,NO. 2 HUA YU ROAD,NO,,
ST ENGINEERING DEFENCE AVIATION SERVICES PTE LTD,PAYA LEBAR,507 AIRPORT ROAD,NO,,
ST LOUIS COMPONENT REPAIR AND NDT LLC,CHESTERFIELD,18089 EDISON AVE.,NO,,
ST PETE AVIATION SERVICES LLC,SAINT PETERSBURG,341 8TH AVENUE SE #3C,NO,,
STAECO (RIZHAO) AIRCRAFT ENGINEERING CO LTD,RIZHAO,SHANZIHE AIRPORT,NO,,
STALLINGS AIRCRAFT PROPELLER LLC,COLT,8533 MAIN ST,NO,,
STAMBAUGH AVIATION INC,BRUNSWICK,1000 JETPORT ROAD,NO,,
STANDARD AERO (ALLIANCE) INC,MARYVILLE,1029 ROSS DR.,NO,,
STANDARD AERO (SAN ANTONIO) INC,SAN ANTONIO,3523 GENERAL HUDNELL DRIVE,NO,,
STANDARDAERO ATLANTIC USA INC,PHOENIX,21625 N. CENTRAL AVE,NO,,
STANDARDAERO ATLANTIC USA INC,NEW LONDON,40591 AIRPORT ROAD,NO,,
,GRAPEVINE,600 E. DALLAS ROAD,NO,,
STANDARDAERO AUSTRALIA PTY LTD,BRISBANE,30 INDUSTRY COURT,NO,,
STANDARDAERO AVIATION HOLDINGS INC,CONCORD,6865 BELT ROAD,NO,,
STANDARDAERO BUSINESS AVIATION SERVICES LLC,AUGUSTA,1550 HANGAR ROAD,NO,,
STANDARDAERO BUSINESS AVIATION SERVICES LLC,SPRINGFIELD,1200 NORTH AIRPORT DRIVE,NO,,
STANDARDAERO BUSINESS AVIATION SERVICES LLC,HOUSTON,17250 CHANUTE ROAD,NO,,
,ST PAUL,330 BRAVO LANE,NO,,
,WASHINGTON,650 AIRPORT ROAD,NO,,
,BOYNTON BEACH,2049 HIGH RIDGE ROAD,NO,,
,CHESTERFIELD,"567 BELL AVENUE, SUITE 100",NO,,
,DALLAS,2988 WEST WALNUT HILL LANE,NO,,
STANDARDAERO COMPONENT SERVICES INC,CINCINNATI,11550 MOSTELLER ROAD,NO,,
STANDARDAERO FRANCE SAS,GONESSE,1 BOULEVARD DU 19 MARS 1962,NO,,
STANSTED AEROSPACE LIMITED,STORTFORD,"UNIT 5, MYSON WAY, RAYNHAM CLOSE IN",NO,,
STAR AVIATION INC,GOSHEN,9001 WEST HWY 42,NO,,
STAR AVIONICS INC,CHATTANOOGA,108 NOWLIN LANE,YES,,
STAR GROUND SERVICES INC,TINIAN,HANGAR ONE,YES,,
STARK AVIONICS,PANAMA CITY,5231 JOHNNY REAVER RD.,YES,,
STARR AIRCRAFT PRODUCTS INC,SHERMAN,5236 NORTH HIGHWAY 1417,NO,,
STATE OF ILLINOIS DOT DIVISION OF AERONAUTICS,SPRINGFIELD,1 LANGHORNE BOND DRIVE,NO,,
STATE OF OHIO,COLUMBUS,2829 WEST DUBLIN-GRANVILLE ROAD,NO,,
STATIC-AIRE INC,TRIMBLE,780 MASON HALL ROAD,YES,,
STC AVIATION INC,ST. CLOUD,1544 45TH AVENUE SOUTH EAST,NO,,
STEIN SEAL COMPANY,TELFORD,375 EAST CHURCH ROAD,NO,,
STEIN SEAL CZECH SRO,BRNO,ŠÁMALOVA 4482/62A,NO,,
STEIN'S AIRCRAFT SERVICES LLC,KENOSHA,4222 91ST AVE.,NO,,
STEINAIR INC,FARIBAULT,"STEINAIR, INC.",NO,,
STEINER AVIATION INTERNATIONAL INC,NORTH CANTON,5430 LAUBY ROAD,NO,,YES
STELLANT PST CORP,MELVILLE,105 BAYLIS ROAD,NO,,
STELLAR AVIONICS SERVICES L L C,CHESTER,CHESTER AIRPORT,NO,,
STEMME GMBH,STRAUSBERG,FLUGPLATZSTRASSE F2 NR. 7,NO,,
STENE AVIATION INC,POLSON,470 REGATTA ROAD HANGAR #1,YES,,
STEPHENS INVESTMENTS HOLDINGS LLC,LITTLE ROCK,2111 BOND AVENUE,NO,,
STERLING AVIONICS INC,CONCORD,STERLING AVIONICS INC.,NO,,
STERLING CORPORATION,CROYDON,1226 RIVER ROAD,NO,,
STEVENS AEROSPACE AND DEFENSE SYSTEMS LLC,ATLANTA,3955 AERO DRIVE,NO,,YES
,SMYRNA,1280 THUNDERBIRD DRIVE,NO,,
,ENGLEWOOD,7735 S PEORIA ST,NO,,
STEVENS AEROSPACE AND DEFENSE SYSTEMS LLC,GREENVILLE,600 DELAWARE STREET,YES,,
STG SERVICES,MACON,1841 AVONDALE MILL ROAD,NO,,
STOCKTON PROPELLER INC,STOCKTON,2478 NORTH WILCOX ROAD,NO,,
STOGS AIRCRAFT SERVICES LLC,SAHUARITA,18955 SOUTH COPPER CAVE DRIVE,NO,,
STOP-CHOC LIMITED,BERKSHIRE,"UNIT 21, SUTTONS PARK  AVENUE",NO,,
STORM AVIATION LTD,PRESTWICK AYRSHIRE,STORM AVIATION PRESTWICK BASE MAINT,NO,,
STRAIGHT AERO AIRCRAFT ENGINES INC,FORT MOHAVE,5614 RUBY STREET SW,NO,,
STRAIGHT FLIGHT LLC,ENGLEWOOD,13251 EAST CONTOL TOWER ROAD,NO,,
STRATON INDUSTRIES,STRATFORD,180 SURF AVENUE,NO,,
STRATTON AVIATION LLC,BRUNSWICK,2 PEGASUS STREET,NO,,
STRUCTURAL EVALUATION TECHNOLOGIES INC,MIAMI LAKES,5800 MIAMI LAKES DRIVE,NO,,
STRUCTURAL REPAIR SPECIALISTS,BURNSVILLE,12700 ZENITH AVE S,NO,,
STRUCTURAL TESTING SYSTEMS,RONKONKOMA,LONG ISLAND MACARTHUR AIRPORT,NO,,
STS AVIATION SERVICES IRELAND LIMITED,SHANNON,UNITS 8-11,NO,,
STS AVIATION SERVICES UK LIMITED,BIRMINGHAM,"HANGAR 5, AIRPORT CARGO,",NO,,
STS AVIATION SERVICES-TANK TIGERS LLC,SAN ANTONIO,10534 SENTINEL DRIVE,NO,,
STS REPAIR AND MODIFICATION LLC,MELBOURNE,100 AEROSPACE DRIVE,NO,,
STUMPF BALLOONS,ANDOVER,2881 WESTON ANDOVER ROAD,NO,,
STURGILL TURBINE SERVICE INC,ABILENE,2401 OAK STREET,NO,,
SUBANG MRO SDN BHD,SHAH ALAM,SKYPARK REGIONAL AVIATION CENTRE HA,NO,,
SUBURBAN AIRCRAFT MAINTENANCE AND FBO LLC,OTTAWA LAKE,4383 SECTION ROAD,NO,,
SUMITOMO PRECISION PRODUCTS CO LTD,HYOGO PREFECTURE,"1-10, FUSO-CHO,",NO,,
SUMITOMO PRECISION USA REPAIR STATION,DESOTO,1639 FALCON DRIVE,NO,,
SUMMIT AEROSPACE INC,MEDLEY,8130 NW 74TH AVE,NO,,
SUMMIT AVIATION ENGINE OVERHAUL LIMITED,MANSTON,MERLIN WAY,NO,,
SUMMIT AVIATION INC,BELGRADE,2340 TUBB ROAD,NO,,YES
,MIDDLETOWN,4200 SUMMIT BRIDGE RD.,NO,,
SUMMIT HELICOPTERS INC,SALEM,525 MCCLELLAND STREET,YES,,
SUN AIR JETS LLC,CAMARILLO,855 AVIATION DR.,NO,,YES
SUN AVIATION INC,VERO BEACH,3102 CHEROKEE DRIVE,NO,,
,VERO BEACH,3106 CHEROKEE ROAD,NO,,
SUN VALLEY AVIATION INC,HARLINGEN,1 LODESTAR AVE.,NO,,
SUN-AIR SCANDINAVIA A/S,BILLUND,CUMULUSVEJ 10,NO,,
SUNCOAST LANDING SYSTEMS LLC,MEDLEY,9006 NW 106 STREET,NO,,
SUNKISS BALLOONING,HUDSON FALLS,3 TRACY RD.,NO,,
SUNSET AVIATION SERVICES,AURORA,23115 AIRPORT ROAD NE #12,NO,,
SUNSET HELICOPTER SERVICES INC,HUNTINGTON BEACH,5941 ENGINEER DRIVE,NO,,
SUNSHINE AERO INDUSTRIES INC,CRESTVIEW,3164 AIRPORT ROAD,YES,,
SUNSHINE AERONAUTICAL,OZARK,301 VAN HEUSEN DR.,NO,,
SUNSHINE AIR REPAIRS LLC,PLANTATION,4120 PETERS ROAD SUITE B,NO,,
SUNSHINE AVIONICS LLC,MIRAMAR,9974 PREMIER PARKWAY,NO,,
SUNSTATE PROPELLER INC,ST PETERSBURG,800 43RD STREET SOUTH,NO,,
SUNVAIR INC,VALENCIA,29145 THE OLD ROAD,NO,,
SUPERIAIRE TECHNOLOGIES LLC,ALBUQUERQUE,121 MOUNTAIN PARK PL NW,NO,,
SUPERIOR AVIONICS INC,FT. LAUDERDALE,"2700 N.W. 62ND STREET, SUITE D 121",NO,,YES
SUPERIOR JET MAINTENANCE,TETERBORO,113 CHARLES A LINDBERGH DRIVE,NO,,
SUPERIOR JET SPECIALISTS,JANESVILLE,4618 S COLUMBIA DR,NO,,
SUPERIOR JOINING TECHNOLOGIES INC,MACHESNEY PARK,1260 TURRET DRIVE,NO,,
SUPERIOR PLATING COMPANY,SOUTHPORT,2 LACEY PLACE,NO,,
SUREFLIGHT LLC,COATESVILLE,CHESTER COUNTY AIRPORT,YES,,
SURFACE ENHANCEMENT TECHNOLOGIES,CINCINNATI,3929 VIRGINIA AVENUE,NO,,
SURVIVAL FLIGHT MAINTENANCE LLC,BATESVILLE,305 RUNWAY ROAD HANGAR 50,NO,,
SURVIVAL ONE LTD,PETERHEAD,"UNITS 2-5 GRANGE ROAD,",NO,,
SW TECHNICS BRANCH OFFICE OF SILK WAY WEST AIRLINE,BAKU,HEYDAR ALIYEV INTERNATIONAL AIRPORT,NO,,
SWAMP FOX AVIONICS LLC,WALTERBORO,373 AVIATION WAY,NO,,
SWAT AVIATION LLC,NASHVILLE,541 PERIMETER ROAD,NO,,
SWIETER AVIONICS LC,WAVERLY,1710 35TH ST NW,YES,,
SWIFT AVIONICS SERVICES INC,PEMBROKE PINES,20851 JOHNSON ST. SUITE 109,NO,,
SWISSPORT INTERNATIONAL LTD,ZURICH,SWISSPORT INTERNATIONAL LTD.,NO,,
SWISSPORT USA INC,DULLES,WASHINGTON DULLES INTERNATIONAL AIR,NO,,
SWITLIK PARACHUTE COMPANY INC,TRENTON,1325 EAST STATE STREET,NO,,
SYMETRICS INDUSTRIES LLC,MELBOURNE,1675 W. NASA BLVD,NO,,
SYNERGY FLIGHT CENTER LLC,BLOOMINGTON,2823 E. EMPIRE ST.,YES,,
SYNGINEERINGNDT LLC,HUMBLE,7900 FM 1960 ROAD WEST,NO,,
SYSTEMS-COMMUNICATIONS AVIONICS DIVISION,BLUEFIELD,212 LONG STREET,NO,,
T RK HAVA YOLLARI TEKNIK AS,ISTANBUL,SABIHA GOKCEN INTERNATIONAL AIRPORT,NO,,
T-AEROSPACE LLC,COLLIERVILLE,200 GRAND STEEPLE DR,NO,,
TT REPAIRS LLC,LOUISVILLE,7100 GRADE LANE,NO,,
T&W AIRCRAFT ELECTRICAL LLC,VALRICO,3711 STERNSRD,NO,,
TABY AIR MAINTENANCE AB,OREBRO,OREBRO AIRPORT,YES,,
TACA INTERNATIONAL AIRLINES,SAN SALVADOR,EL SALVADOR INTERNATIONAL AIRPORT,NO,,
TACTAIR FLUID CONTROLS,LIVERPOOL,4806 WEST TAFT ROAD,NO,,
TAE AEROSPACE INC,KANSAS CITY,10737 AMBASSADOR DR.,NO,,
TAE AEROSPACE PTY LTD,ADELAIDE,2 KEL BARCLAY AVE,NO,,
TAG AERO LLC,ROCK HILL,1247 APEX DR.,NO,,
TAI ACQUISITION CORPORATION,FORT WORTH,116 TEXAS WAY,NO,,
TAIGLOBAL GROUP LLC,TUCSON,"6336 SOUTH AIRFIELD DR.,  # C7",NO,,
TAIKOO (XIAMEN) LANDING GEAR SERVICES COMPANY LTD,XIAMEN,280 GAOQI SOUTH 5TH ROAD,NO,,
TAIKOO ENGINE SERVICES (XIAMEN) COMPANY LIMITED,XIAMEN,NO. 5 GAOQI NAN 3 ROAD,NO,,
TAIKOO SHANDONG AIRCRAFT ENGINEERING COMPANY LTD,JINAN,YAO QIANG INTERNATIONAL AIRPORT,NO,,
TAIKOO XIAMEN AIRCRAFT ENGINEERING COMPANY LTD,XIAMEN,XIAMEN GAOQI INTERNATIONAL AIRPORT,NO,,
TAILWIND AVIATION SOLUTIONS,PERRY,550 MYRTLE FIELD ROAD,NO,,
TAILWIND INSPECTION INC,TULSA,3260 N. SHERIDAN RD.,NO,,
,DALLAS,3331 TOWERWOOD DRIVE,NO,,
TAIWAN AIRCRAFT MAINTENANCE AND ENGINEERING COLT,TAOYUAN CITY,"NO. 7, HANGQIN S. RD., DAYUAN DIST.",NO,,
TALON AIR MAINTENANCE SERVICES LLC,FARMINGDALE,8300 REPUBLIC AIRPORT,NO,,
TAM AVIACAO EXECUTIVA E TAXI AEREO SA,JUNDIAI,"AV. EMILIO ANTONON, S/N",NO,,
TAM LINHAS AEREAS S/A,GUARULHOS-SP,"RODOVIA HÉLIO SMIDT, S/N - JARDIM C",NO,,
TAM LINHAS AEREAS S A,SAO CARLOS,RODOVIA SP 318 KM 249.5,NO,,
TAMAGAWA AERO SYSTEMS CO LTD,TOKYO,1-7-1 HANEDA AIRPORT,NO,,
TAMAGAWA SEIKI CO LTD,NAGANO PREFECTURE,"1879 OHYASUMI, IIDA",NO,,
TAMARACK AEROSPACE GROUP INC,SANDPOINT,2021 INDUSTRIAL DRIVE,NO,,
TAMARACK HELICOPTERS INC,STEVENSVILLE,2849 MCINTYRE ROAD,NO,,
TAMPA CARGO SA,RIO NEGRO,AEROPUERTO INTERNATIONAL JOSE MARIA,NO,,
TAMPA CARGO SAS CORP,MIAMI,"1650 NW 66TH AVENUE, STE 206",NO,,
TAMPA NORTH AERO SERVICES,LUTZ,4241 BIRDSONG BLVD.,NO,,
TAMS UPHOLSTERY TOUCH,LEVANT,41 SHADOW LANE,NO,,
TANURY INDUSTRIES,LINCOLN,6 NEW ENGLAND WAY,NO,,
TARMAC AEROSAVE S A S,AZEREIX,L'AERODROME,NO,,
TAUGHANNOCK AVIATION CORP,ITHACA,66 BROWN RD.,NO,,
TAVCO INC,CAMARILLO,1070 FLYNN RD.,NO,,
TCAS AVIONICS LLC,SPRINGTOWN,4367 KNOB ROAD,NO,,
TDL AERO ENTERPRISES,MERCED,44 MACREADY DRIVE,NO,,
TE CONNECTIVITY CORPORATION,MANSFIELD,175 NORTH DIAMOND ST.,NO,,
TEAM ACCESSORIES LIMITED T/A TEAM ACCESSORIES LIMI,BALLYBOUGHAL,RIDGEWELL HOUSE,NO,,
TEAM AEROSPACE INC,ANTIOCH,1416 ANTIOCH PIKE,NO,,
TEAM EUROPE LTD,SWATAR,"REGUS SWATAR, SUITE 234, 2ND FLOOR,",NO,,
TEAM INC,CINCINNATI,2249 E. SEYMOUR AVE,NO,,
TEC-AIR INC,EDGEWOOD,5 BLANCO ROAD,NO,,
TECH AERO AVIONICS LLC,DENTON,2080 SKYLANE,YES,,
TECH AIRE INSTRUMENTS INC,WICHITA,1326 SOUTH WALNUT,NO,,
TECHJET A AND M INC,ALLENTOWN,"600 HAYDEN CIRCLE, HANGAR 7",NO,,
TECHMETALS INC,DAYTON,345 SPRINGFIELD STREET,NO,,
TECHNIC AVIATION,MANOSQUE,Z. I. ST. MAURICE,NO,,
TECHNICAL AERO LLC,DORAL,8009 NW 54TH STREET,NO,,
TECHNICAL SERVICES UNLIMITED CORP,Hillside,632 ROUTE 22,NO,,
TECHNO COATINGS INC,NORTH MIAMI,1865 NE 144TH STREET,NO,,
TEI ANALYTICAL SERVICES INC,WASHINGTON,35 WEST POINT ROAD,NO,,
TELAIR INTERNATIONAL GMBH,MIESBACH,TELAIR INTERNATIONAL GMBH,NO,,
TELAIR INTERNATIONAL SERVICES PTE LTD,SINGAPORE,12 SELETAR AEROSPACE LINK,NO,,
TELAIR US LLC,GOLDSBORO,500-A GATEWAY DRIVE,NO,,
TELEDYNE CONTROLS LLC,EL SEGUNDO,501 CONTINENTAL BOULEVARD,NO,,
TELEDYNE UK LIMITED,CUMBERNAULD,9-13 NAPIER ROAD,NO,,
TELEPHONICS CORPORATION,FARMINGDALE,815 BROADHOLLOW ROAD,NO,,
TELFORD AVIATION INC,HAGERSTOWN,"18539 HENSON BOULEVARD, SUITE 110",NO,,
TEMA AVIO SRL,SOMMA LOMBARDO,"VIA LUIGI BRIANTE 247,",NO,,
TEMP AIRCRAFT LLC,TAYLORVILLE,2415 SOUTH SPRESSER STREET,NO,,
TEMPLE ELECTRONICS COMPANY INC,ARCOLA,1003 MCKEEVER ROAD,NO,,
TEMSCO HELICOPTERS INC,JUNEAU,1650 MAPLESDEN WAY,NO,,
,KETCHIKAN,5411 NORTH TONGASS HIGHWAY,NO,,
TENNESSEE AIRCRAFT COMPANY INC,MT. JULIET,5005 MARKET PLACE,NO,,
TENNESSEE AIRCRAFT SERVICES INC,JACKSON,2313 TECHNOLOGY CENTER DRIVE,YES,,
TESLA AVIONICS LLC,MIAMI LAKES,6065 NW 167 STREET SUITE B12,NO,,
TEST APPLICANT FOR 145 SAS,BOSTON,17 AIRPORT ROAD,NO,,
TEST-FUCHS AEROSPACE SYSTEMS GMBH,GROB-SIEGHARTS,TEST-FUCHS-STRASSE 1-5,NO,,
TESTIA,TOULOUSE,1 RUE GAYE MARIE,NO,,
TESTIA MEXICO S DE RL DE CV,QUERETARO,AV. FRAY LUIS DE LEÓN 8051,NO,,
TETERBORO AIRCRAFT ARTISANS LLC,SADDLE BROOK,109 NORTH 5TH STREET,NO,,
TETON AVIONICS INC,IDAHO FALLS,1940 INTERNATIONAL WAY,NO,,
TETON AVJET LLC,DRIGGS,253 WARBIRD LANE,NO,,
TEXAS AEROSPACE SERVICES INC,ABILENE,3550 MAPLE STREET,NO,,
TEXAS AIR SERVICES INC,DICKINSON,2610 45TH STREET,NO,,
TEXAS AIRCRAFT INSTRUMENTS INC,ALVIN,1911 S. GORDON ST.,NO,,
TEXAS AIRCRAFT PROPELLER & ACCESSORIES LLC,PEARLAND,1711 CR 130,NO,,
TEXAS INSTRUMENTS INC,MCKINNEY,1401 WATTLEY WAY,NO,,
TEXAS STATE TECHNICAL COLLEGE AVIONICS TECHNOLOGY,WACO,JAMES T. CONNALLY AEROSPACE BUILDIN,NO,,
TEXASGYRO INC,SHERMAN,7195 NORTH STATE HIGHWAY 289,NO,,YES
TEXOMA TURBINES,DURANT,319 WESTERN MEADOWS ROAD,NO,,
TEXTRON AVIATION,COLUMBUS,5000 CARGO DRIVE,NO,,
TEXTRON AVIATION EMPLOYEES' FLYING CLUB INC,WICHITA,10335 EAST CENTRAL,NO,,
TEXTRON AVIATION INC,DALLAS,7515 LEMMON AVENUE,NO,,
,TAMPA,2450 NORTH WESTSHORE BOULEVARD,NO,,
,WICHITA,1643 S. MAIZE RD.,NO,,
,INDIANAPOLIS,6911 W PIERSON DRIVE,NO,,
,MILWAUKEE,210 EAST CITATION WAY,NO,,
,SACRAMENTO,5850 CITATION WAY,NO,,
,SAN ANTONIO,ONE CESSNA DRIVE,NO,,
,NEWBURGH,STEWART INTERNATIONAL AIRPORT,NO,,
,GREENSBORO,615 SERVICE CENTER DRIVE,NO,,
,ORLANDO,4134 BEAR ROAD,NO,,
,HOUSTON,8402 NELMS STREET,NO,,
,MESA,5533 SOUTH SOSSAMAN RD.,NO,,
,WICHITA,ONE CITATION LANE,NO,,
,INDEPENDENCE,ONE CESSNA BOULEVARD,NO,,
,WICHITA,3 CESSNA BOULEVARD,NO,,
THAI AIRWAYS INTERNATIONAL PUBLIC COMPANY LIMITED,SAMUT PRAKAN,"333/2 MOO1, NONG PRUE, BANGPHLI",NO,,
THALES AEROSPACE BEIJING COMPANY LIMITED,BEIJING,"THE 3RD FLOOR, NO. 1 BUILDING, NO.",NO,,
THALES AEROSPACE COMMUNICATIONS DOURDAN,DOURDAN,7 CHEMIN DE VAUBESNARD,NO,,
THALES AEROSPACE COMMUNICATIONS RUNGIS ET TROYES,TROYES,ZI DES ECREVOLLES,NO,,
THALES AVIONICS INC,ORLANDO,"7415 EMERALD DUNES DRIVE, SUITE 200",NO,,
,ORLANDO,7415 EMERALD DUNES DRIVE,NO,,
THALES AVS FRANCE SAS,CHATELLERAULT,5 RUE MARCEL DASSAULT,NO,,
THALES ITALIA S P A AVIONICS,VERGIATE,VIA SEMPIONE 26 L,NO,,
THALES SIX GTS FRANCE SAS,BRIVE,6 RUE DU LIEUTENANT-COLONEL LAPORTE,NO,,
THALES SOLUTIONS ASIA PTE LTD,SINGAPORE,28 CHANGI NORTH RISE,NO,,
THALES UK LIMITED,CRAWLEY,MANOR ROYAL,NO,,
THE AVIATION GROUP INC,PEACHTREE CITY,211 PROSPECT PARK,NO,,
THE AVIATOR LLC,FAIRBANKS,5904 OLD AIRPORT RD. STE. 1,YES,,
THE AVIONICS SPECIALIST INC,LINCOLN,"1410 FLIGHTLINE DRIVE, SUITE B",NO,,
THE BALLOON DETAIL INC,NORWICH,119 NORTH ROAD,NO,,
THE BALLOON EMPORIUM,RANCHO CUCAMONGA,12901 CHEROKEE ROAD,NO,,
THE BOEING COMPANY,BIRMINGHAM,"HANGAR 5, AIRPORT CARGO",NO,,
,VICTORVILLE,SUITE 678-2 18200 PHANTOM WEST,NO,,
,NORTH CHARLESTON,5400 INTERNATIONAL BLVD  BLDG. 88-8,NO,,
,RENTON,THE BOEING COMPANY,NO,,
THE BOEING COMPANY - OKLAHOMA CITY,OKLAHOMA CITY,6005 S AIR DEPOT BLVD.,NO,,
